EventKey,EventName,Origin,AssociatedDisaster,AssociatedDisaster2,MagnitudeValue,MagnitudeScale,OFDA_Response,Appeal,Declaration,CPI
4484,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,170.0,Kph,No,Unknown,Unknown,"64,54132928"
4485,Name not specified,Earthquake,No Disaster Associated,No Disaster Associated,9.0,Richter,No,Unknown,Unknown,"64,54132928"
4486,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,154400.0,Km2,No,Unknown,Unknown,"64,54132928"
4487,Heta,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"64,54132928"
4488,Ivan,Unknown Origin,No Disaster Associated,No Disaster Associated,120.0,Kph,No,Yes,Unknown,"64,54132928"
4489,Name not specified,Brief torrential rains,No Disaster Associated,No Disaster Associated,16750.0,Km2,No,Unknown,Unknown,"64,54132928"
4490,Nanmadol (Yoyong/30W),Unknown Origin,No Disaster Associated,No Disaster Associated,90.0,Kph,No,Unknown,Unknown,"64,54132928"
4491,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,300.0,Km2,No,Unknown,Unknown,"64,54132928"
4492,Name not specified,Rainstorm,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"64,54132928"
4493,Name not specified,"Melting sow, heavy rain",No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"64,54132928"
4494,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"64,54132928"
4495,Jeanne,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Yes,"64,54132928"
4496,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,4046.0,Km2,No,Unknown,Unknown,"64,54132928"
4497,Ivan,Unknown Origin,No Disaster Associated,No Disaster Associated,220.0,Kph,No,Unknown,Unknown,"64,54132928"
4498,Jeanne,Unknown Origin,No Disaster Associated,No Disaster Associated,130.0,Kph,No,Unknown,Unknown,"64,54132928"
4499,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,3300.0,Km2,No,Unknown,Unknown,"64,54132928"
4500,Name not specified,Torrential rains,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"64,54132928"
4501,Chanthu (Gener/08W),Unknown Origin,No Disaster Associated,No Disaster Associated,65.0,Kph,No,Unknown,Unknown,"64,54132928"
4502,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,199.0,Km2,No,Unknown,Unknown,"64,54132928"
4503,Typhoid fever,"Town's cesspools, dirty waters, lack of proper hygiene",No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"64,54132928"
4504,Gastroenteritis,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"64,54132928"
4505,Tingting,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"64,54132928"
4506,Name not specified,Heavy rains,Broken Dam/Burst bank,"Slide (land, mud, snow, rock)",Unknown,Km2,No,Unknown,Yes,"66,73105799"
4507,Name not specified,Heavy rains and snow,"Slide (land, mud, snow, rock)",Broken Dam/Burst bank,123200.0,Km2,Yes,Unknown,Unknown,"66,73105799"
4508,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",Rain,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4509,Name not specified,Heavy rains,Broken Dam/Burst bank,Rain,22760.0,Km2,No,Unknown,Unknown,"66,73105799"
4510,Name not specified,"Heavy rains, melting snow","Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4511,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,5.0,Richter,No,Unknown,Unknown,"66,73105799"
4512,Name not specified,"Heavy rain, heavy snow","Slide (land, mud, snow, rock)",No Disaster Associated,560.0,Km2,No,Unknown,Yes,"66,73105799"
4513,Name not specified,Heavy rain,Broken Dam/Burst bank,No Disaster Associated,104000.0,Km2,No,Unknown,Unknown,"66,73105799"
4514,Name not specified,Heavy rains and ice,Broken Dam/Burst bank,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"66,73105799"
4515,Name not specified,Heavy rains,Broken Dam/Burst bank,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4516,Name not specified,Heavy rains,Rain,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4517,Name not specified,Unknown Origin,Rain,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4518,Name not specified,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Yes,"66,73105799"
4519,Name not specified,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4520,Name not specified,Unknown Origin,Snow/ice,No Disaster Associated,Unknown,�C,No,Unknown,Unknown,"66,73105799"
4521,Name not specified,Snowstorm,Transport accident,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4522,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,16370.0,Km2,No,Unknown,Unknown,"66,73105799"
4523,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,150.0,Km2,No,Unknown,Unknown,"66,73105799"
4524,Ernest,Unknown Origin,No Disaster Associated,No Disaster Associated,100.0,Kph,No,Unknown,Unknown,"66,73105799"
4525,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,24300.0,Km2,No,Unknown,Unknown,"66,73105799"
4526,Acute watery diarrhoeal syndrome,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"66,73105799"
4527,Acute Watery Diarrhoeal syndrome,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"66,73105799"
4528,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,75650.0,Km2,No,Unknown,Unknown,"66,73105799"
4529,Roke (Auring/02W),Unknown Origin,No Disaster Associated,No Disaster Associated,120.0,Kph,No,Unknown,Unknown,"66,73105799"
4530,Name not specified,Heavy raisn and melting snow,No Disaster Associated,No Disaster Associated,110.0,Km2,No,Unknown,Unknown,"66,73105799"
4531,Meningococcal disease,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"66,73105799"
4532,Name not specified,Heavy snowfall,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Yes,Unknown,"66,73105799"
4533,Percy,Unknown Origin,No Disaster Associated,No Disaster Associated,249.0,Kph,No,Unknown,Unknown,"66,73105799"
4534,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,510.0,Km2,No,Unknown,Unknown,"66,73105799"
4535,Name not specified,"Heavy rains, snowmelt",No Disaster Associated,No Disaster Associated,130500.0,Km2,No,Unknown,Yes,"66,73105799"
4536,Olaf,Unknown Origin,No Disaster Associated,No Disaster Associated,190.0,Kph,No,Unknown,Unknown,"66,73105799"
4537,Dengue haemorrhagic fever,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"66,73105799"
4538,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,8.0,Richter,No,Unknown,Unknown,"66,73105799"
4539,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,7.0,Richter,No,Unknown,Unknown,"66,73105799"
4540,Name not specified,Snowmelt,No Disaster Associated,No Disaster Associated,82360.0,Km2,No,Unknown,Unknown,"66,73105799"
4541,Name not specified,Heavy rains and thunderstorms,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Yes,Unknown,"66,73105799"
4542,Name not specified,Snowmelt,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4543,Name not specified,Torrential rains,No Disaster Associated,No Disaster Associated,3200.0,Km2,No,Unknown,Unknown,"66,73105799"
4544,Name not specified,Heavy and melting snow,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4545,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"68,88375871"
4546,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,No,Unknown,Unknown,"68,88375871"
4547,Name not specified,Brief torrential rain and snowmelt,No Disaster Associated,No Disaster Associated,58310.0,Km2,No,Unknown,Unknown,"68,88375871"
4548,Name not specified,Melting snow and continuous rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4549,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,5000.0,Km2,No,Unknown,Unknown,"68,88375871"
4550,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,21480.0,Km2,No,Unknown,Unknown,"68,88375871"
4551,Name not specified,"Melting snow, sesonal rains",No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4552,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4553,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,3116.0,Km2,No,Unknown,Unknown,"68,88375871"
4554,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"68,88375871"
4555,Name not specified,"Heavy rains, snow",No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"68,88375871"
4556,Name not specified,Heavy rain and snowmelt,"Slide (land, mud, snow, rock)",No Disaster Associated,304100.0,Km2,No,Unknown,Unknown,"70,8487927"
4557,Matsa (Gorio/09W),Unknown Origin,Rain,"Slide (land, mud, snow, rock)",165.0,Kph,No,Unknown,Unknown,"66,73105799"
4558,Name not specified,Unknown Origin,Rain,"Slide (land, mud, snow, rock)",Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4559,Khanun (15),Unknown Origin,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4560,"Hurricane ""Wilma""",Unknown Origin,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,Yes,Unknown,Unknown,"66,73105799"
4561,Alpha,Unknown Origin,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4562,Gamma,Unknown Origin,Flood,"Slide (land, mud, snow, rock)",75.0,Kph,Yes,Unknown,Yes,"66,73105799"
4563,Name not specified,Hevay rains,"Slide (land, mud, snow, rock)",Broken Dam/Burst bank,Unknown,Km2,No,Unknown,Yes,"66,73105799"
4564,Name not specified,Monsoon rain,"Slide (land, mud, snow, rock)",Broken Dam/Burst bank,35550.0,Km2,Yes,Unknown,Unknown,"66,73105799"
4565,Talim,Unknown Origin,"Slide (land, mud, snow, rock)",Flood,Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4566,Longwang,Unknown Origin,"Slide (land, mud, snow, rock)",Flood,Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4567,"Hurricane ""Dennis""",Unknown Origin,"Slide (land, mud, snow, rock)",Flood,235.0,Kph,Yes,Unknown,Unknown,"66,73105799"
4568,Stan,Unknown Origin,"Slide (land, mud, snow, rock)",Flood,Unknown,Kph,Yes,Unknown,Yes,"66,73105799"
4569,"Hurricane ""Dennis""",Unknown Origin,Rain,Flood,Unknown,Kph,Yes,Unknown,Unknown,"66,73105799"
4570,Name not specified,"Lack of rain, prolonged dry season",Crop failure,Famine,Unknown,Km2,No,Yes,Yes,"66,73105799"
4571,Name not specified,Unknown Origin,Fire,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4572,Name not specified,Unknown Origin,Fire,No Disaster Associated,8.0,Richter,Yes,Unknown,Unknown,"66,73105799"
4573,Name not specified,Thunderstorm,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4574,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,44210.0,Km2,No,Unknown,Unknown,"66,73105799"
4575,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,6050.0,Km2,No,Unknown,Yes,"66,73105799"
4576,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,8.0,Richter,No,Unknown,Yes,"66,73105799"
4577,Name not specified,Torrential rains,"Slide (land, mud, snow, rock)",No Disaster Associated,12210.0,Km2,No,Unknown,Yes,"66,73105799"
4578,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,69400.0,Km2,No,Unknown,Unknown,"66,73105799"
4579,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,226600.0,Km2,No,Unknown,Unknown,"66,73105799"
4580,Name not specified,Rainstorms,"Slide (land, mud, snow, rock)",No Disaster Associated,43680.0,Km2,No,Unknown,Unknown,"66,73105799"
4581,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,93630.0,Km2,No,Unknown,Unknown,"66,73105799"
4582,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,1100.0,Km2,No,Unknown,Unknown,"66,73105799"
4583,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"66,73105799"
4584,Name not specified,Violent thunderstorms,"Slide (land, mud, snow, rock)",No Disaster Associated,9810.0,Km2,No,Unknown,Unknown,"66,73105799"
4585,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4586,Stan,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4587,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4588,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,2460.0,Km2,No,Unknown,Unknown,"66,73105799"
4589,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,12680.0,Km2,No,Unknown,Unknown,"66,73105799"
4590,Name not specified,Monsoon rain,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4591,Name not specified,Monsoonal rain,"Slide (land, mud, snow, rock)",No Disaster Associated,308700.0,Km2,No,Unknown,Unknown,"66,73105799"
4592,Name not specified,Heavy rain,Broken Dam/Burst bank,No Disaster Associated,390.0,Km2,No,Unknown,Unknown,"66,73105799"
4593,Name not specified,Monsonal rains,Broken Dam/Burst bank,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4594,Name not specified,Heavy rains,Broken Dam/Burst bank,No Disaster Associated,6530.0,Km2,No,Unknown,Unknown,"66,73105799"
4595,Name not specified,Monsoonal rain,Broken Dam/Burst bank,No Disaster Associated,619200.0,Km2,No,Unknown,Unknown,"66,73105799"
4596,Name not specified,Unknown Origin,Broken Dam/Burst bank,No Disaster Associated,312900.0,Km2,No,Unknown,Unknown,"66,73105799"
4597,Name not specified,Heavy rains,Broken Dam/Burst bank,No Disaster Associated,53200.0,Km2,No,Unknown,Unknown,"66,73105799"
4598,Name not specified,Unknown Origin,Hail,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4599,Name not specified,Heavy rains,Rain,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"66,73105799"
4600,Damrey,Unknown Origin,Rain,No Disaster Associated,198.0,Kph,No,Unknown,Yes,"66,73105799"
4601,Beta,Unknown Origin,Rain,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4602,Haitang (Feria/05W),Unknown Origin,Flood,No Disaster Associated,260.0,Kph,No,Unknown,Unknown,"66,73105799"
4603,Emily,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4604,Stan,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4605,"Hurricane ""Wilma""",Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4606,Name not specified,Successive failed rainy seasons,Food shortage,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4607,Name not specified,Unknown Origin,Famine,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4608,Name not specified,Two consecutive failed rainy seasons,Famine,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"66,73105799"
4609,Name not specified,Unknown Origin,Snow/ice,No Disaster Associated,-35.0,�C,No,Unknown,Unknown,"66,73105799"
4610,Name not specified,Unknown Origin,Snow/ice,No Disaster Associated,-11.0,�C,No,Unknown,Unknown,"66,73105799"
4611,Name not specified,Unknown Origin,Snow/ice,No Disaster Associated,-20.0,�C,No,Unknown,Unknown,"66,73105799"
4612,Name not specified,Unknown Origin,Snow/ice,No Disaster Associated,-21.0,�C,No,Unknown,Unknown,"66,73105799"
4613,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,10410.0,Km2,No,Unknown,Unknown,"66,73105799"
4614,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"66,73105799"
4615,Name not specified,Mosoon rains,No Disaster Associated,No Disaster Associated,22570.0,Km2,No,Unknown,Unknown,"66,73105799"
4616,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4617,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,�C,No,Unknown,Unknown,"66,73105799"
4618,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,8.0,�C,No,Unknown,Unknown,"66,73105799"
4619,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,-23.0,�C,No,Unknown,Unknown,"66,73105799"
4620,"Hurricane ""Wilma""",Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"66,73105799"
4621,"Hurricane ""Wilma""",Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4622,Gamma,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4623,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,1000.0,Km2,No,Unknown,Yes,"66,73105799"
4624,Name not specified,Lack of rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4625,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,8350.0,Km2,Yes,Unknown,Unknown,"66,73105799"
4626,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,330.0,Km2,No,Unknown,Yes,"66,73105799"
4627,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,86680.0,Km2,No,Unknown,Unknown,"66,73105799"
4628,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,4000.0,Km2,No,Unknown,Unknown,"66,73105799"
4629,Name not specified,Dry wetaher and heat wave,No Disaster Associated,No Disaster Associated,275.0,Km2,No,Unknown,Unknown,"66,73105799"
4630,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,Unknown,Unknown,"66,73105799"
4631,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,-35.0,�C,No,Unknown,Unknown,"66,73105799"
4632,Name not specified,Brief torrential rain,No Disaster Associated,No Disaster Associated,2330.0,Km2,No,Unknown,Unknown,"66,73105799"
4633,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,2020.0,Km2,No,Unknown,Unknown,"66,73105799"
4634,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,85860.0,Km2,No,Unknown,Unknown,"66,73105799"
4635,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,29520.0,Km2,No,Unknown,Unknown,"66,73105799"
4636,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,12380.0,Km2,No,Unknown,Unknown,"66,73105799"
4637,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,275000.0,Km2,No,Unknown,Unknown,"66,73105799"
4638,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,39.0,�C,No,Unknown,Unknown,"66,73105799"
4639,Septicaemia,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"66,73105799"
4640,Ebola,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"66,73105799"
4641,Galeras,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Yes,"66,73105799"
4642,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,115200.0,Km2,No,Unknown,Unknown,"66,73105799"
4643,Beta,Unknown Origin,No Disaster Associated,No Disaster Associated,175.0,Kph,No,Unknown,Unknown,"66,73105799"
4644,Stan,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"66,73105799"
4645,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,-20.0,�C,No,Unknown,Unknown,"66,73105799"
4646,Name not specified,Drought,No Disaster Associated,No Disaster Associated,1000.0,Km2,Yes,Unknown,Unknown,"66,73105799"
4647,Name not specified,Thunderstorms,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4648,Name not specified,Barbecue and high winds,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4649,Mount Arteala,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,Yes,Unknown,Unknown,"66,73105799"
4650,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,52560.0,Km2,No,Unknown,Unknown,"66,73105799"
4651,Name not specified,Large amount of snow during winter and late onset of spring thaw,No Disaster Associated,No Disaster Associated,24900.0,Km2,No,Unknown,Unknown,"66,73105799"
4652,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,2000.0,Km2,No,Unknown,Unknown,"66,73105799"
4653,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,36.0,Km2,No,Unknown,Unknown,"66,73105799"
4654,Gero,Unknown Origin,No Disaster Associated,No Disaster Associated,200.0,Kph,No,Unknown,Unknown,"66,73105799"
4655,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Yes,"66,73105799"
4656,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"66,73105799"
4657,Poliomyelitis,Unknown Origin,No Disaster Associated,No Disaster Associated,78000.0,Vaccinated,No,No,No,"66,73105799"
4658,Name not specified,Monsoonal rains,No Disaster Associated,No Disaster Associated,55740.0,Km2,No,Unknown,Unknown,"66,73105799"
4659,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,29110.0,Km2,No,Unknown,Unknown,"66,73105799"
4660,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,131300.0,Km2,No,Unknown,Unknown,"66,73105799"
4661,Name not specified,Mosnoon rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"66,73105799"
4662,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"66,73105799"
4663,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,49.0,�C,No,Unknown,Unknown,"66,73105799"
4664,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,2.0,�C,No,Unknown,Unknown,"66,73105799"
4665,Meningococcal disease,Unknown Origin,No Disaster Associated,No Disaster Associated,12000.0,Vaccinated,No,No,No,"66,73105799"
4666,Leptospirosis,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"66,73105799"
4667,Japanese encephalitis,Unknown Origin,No Disaster Associated,No Disaster Associated,300000.0,Vaccinated,No,No,No,"66,73105799"
4668,Japanese encephalitis,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"66,73105799"
4669,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,4580.0,Km2,No,Unknown,Unknown,"66,73105799"
4670,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,4900.0,Km2,No,Unknown,Unknown,"66,73105799"
4671,Name not specified,Heavy rain,Explosion,"Slide (land, mud, snow, rock)",Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4672,Name not specified,Heavy rain,Broken Dam/Burst bank,"Slide (land, mud, snow, rock)",22760.0,Km2,No,Unknown,Unknown,"68,88375871"
4673,Name not specified,Monsoonal rain,Broken Dam/Burst bank,"Slide (land, mud, snow, rock)",Unknown,Km2,Yes,Unknown,Unknown,"68,88375871"
4674,Chanchu (Caloy),Unknown Origin,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,No,Unknown,Unknown,"68,88375871"
4675,Kaemi,Unknown Origin,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,No,Unknown,Unknown,"68,88375871"
4676,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",Rain,5030.0,Km2,No,Unknown,Yes,"68,88375871"
4677,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",Rain,109600.0,Km2,No,Unknown,Unknown,"68,88375871"
4678,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",Rain,Unknown,Km2,Yes,Unknown,Unknown,"68,88375871"
4679,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",Rain,17970.0,Km2,No,Unknown,Yes,"68,88375871"
4680,Name not specified,Unknown Origin,Cold wave,Rain,Unknown,Kph,No,Unknown,Unknown,"68,88375871"
4681,Bilis,Unknown Origin,"Slide (land, mud, snow, rock)",Flood,Unknown,Kph,No,Unknown,Unknown,"68,88375871"
4682,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4683,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,955800.0,Km2,Yes,Yes,Yes,"68,88375871"
4684,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,5.0,Richter,No,Unknown,Unknown,"68,88375871"
4685,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,4210.0,Km2,No,Unknown,Unknown,"68,88375871"
4686,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,34990.0,Km2,No,Unknown,Unknown,"68,88375871"
4687,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,138200.0,Km2,No,Unknown,Unknown,"68,88375871"
4688,Name not specified,Continuous rain,"Slide (land, mud, snow, rock)",No Disaster Associated,24770.0,Km2,No,Unknown,Unknown,"68,88375871"
4689,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4690,Prapiroon,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"68,88375871"
4691,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,1300.0,Km2,Yes,Unknown,Unknown,"68,88375871"
4692,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,30150.0,Km2,Yes,Unknown,Unknown,"68,88375871"
4693,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,2370.0,Km2,No,Unknown,Unknown,"68,88375871"
