EventKey,EventName,Origin,AssociatedDisaster,AssociatedDisaster2,MagnitudeValue,MagnitudeScale,OFDA_Response,Appeal,Declaration,CPI
4694,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Kph,No,Unknown,Yes,"68,88375871"
4695,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,6.0,Richter,No,Unknown,Unknown,"68,88375871"
4696,Name not specified,Monsoonal rains,"Slide (land, mud, snow, rock)",No Disaster Associated,33830.0,Km2,No,Unknown,Unknown,"68,88375871"
4697,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,3100.0,Km2,No,Unknown,Unknown,"68,88375871"
4698,Name not specified,Torrential rain,"Slide (land, mud, snow, rock)",No Disaster Associated,23710.0,Km2,No,Unknown,Unknown,"68,88375871"
4699,Name not specified,Mosnoonal rain,"Slide (land, mud, snow, rock)",No Disaster Associated,73070.0,Km2,No,Unknown,Unknown,"68,88375871"
4700,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,19040.0,Km2,No,Unknown,Unknown,"68,88375871"
4701,Name not specified,Monsoonal rai,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4702,Name not specified,Monsoonal rain,"Slide (land, mud, snow, rock)",No Disaster Associated,31360.0,Km2,No,Unknown,Unknown,"68,88375871"
4703,Name not specified,Monsoonal rain,"Slide (land, mud, snow, rock)",No Disaster Associated,165400.0,Km2,No,Unknown,Unknown,"68,88375871"
4704,Name not specified,Unknown Origin,Tsunami/Tidal wave,No Disaster Associated,7.0,Richter,No,Unknown,Unknown,"68,88375871"
4705,Name not specified,Rains and sonwmelt,Broken Dam/Burst bank,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4706,Name not specified,Unknown Origin,Broken Dam/Burst bank,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4707,Name not specified,Snowmelt,Broken Dam/Burst bank,No Disaster Associated,7030.0,Km2,No,Unknown,Unknown,"68,88375871"
4708,Name not specified,Monsoonal rain,Broken Dam/Burst bank,No Disaster Associated,76600.0,Km2,No,Unknown,Unknown,"68,88375871"
4709,Name not specified,Rains and snowmelt,Broken Dam/Burst bank,No Disaster Associated,Unknown,Km2,Yes,Unknown,Yes,"68,88375871"
4710,Name not specified,Raisn and snowmelt,Broken Dam/Burst bank,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4711,Name not specified,"Dam/levy break of release, rains and snowmelt",Broken Dam/Burst bank,No Disaster Associated,29220.0,Km2,No,Unknown,Unknown,"68,88375871"
4712,Name not specified,Unknown Origin,Hail,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"68,88375871"
4713,Glenda,Unknown Origin,Rain,No Disaster Associated,235.0,Kph,No,Unknown,Unknown,"68,88375871"
4714,Name not specified,Heavy rains,Rain,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4715,Name not specified,Heavy rain,Rain,No Disaster Associated,11680.0,Km2,No,Unknown,Unknown,"68,88375871"
4716,Name not specified,Torrential rain,Rain,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4717,Name not specified,Heavy rain,Rain,No Disaster Associated,120.0,Kph,No,Unknown,Unknown,"68,88375871"
4718,Name not specified,Unknown Origin,Rain,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"68,88375871"
4719,Name not specified,Unknown Origin,Cold wave,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"68,88375871"
4720,Name not specified,Unknown Origin,Heat wave,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4721,Clare,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"68,88375871"
4722,Larry,Unknown Origin,Flood,No Disaster Associated,290.0,Kph,No,Unknown,Yes,"68,88375871"
4723,Name not specified,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"68,88375871"
4724,Saomai,Unknown Origin,Flood,No Disaster Associated,216.0,Kph,No,Unknown,Unknown,"68,88375871"
4725,Alberto,Unknown Origin,Flood,No Disaster Associated,75.0,Kph,No,Unknown,Unknown,"68,88375871"
4726,Name not specified,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Yes,"68,88375871"
4727,Jim,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"68,88375871"
4728,Name not specified,Unknown Origin,Flood,No Disaster Associated,133.0,Kph,No,Unknown,Unknown,"68,88375871"
4729,Ernesto,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"68,88375871"
4730,Name not specified,Monsoonal rain,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"68,88375871"
4731,Name not specified,Unknown Origin,Famine,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4732,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4733,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4734,Cholera,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,Yes,Unknown,Unknown,"68,88375871"
4735,Cholera,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"68,88375871"
4736,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,39370.0,Km2,No,Unknown,Yes,"68,88375871"
4737,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"68,88375871"
4738,Name not specified,Torrentail rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4739,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,2700.0,Km2,No,Unknown,Unknown,"68,88375871"
4740,Name not specified,Torrential rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4741,Name not specified,Heavy rainfall,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4742,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,�C,No,Unknown,Unknown,"68,88375871"
4743,Meningococcal disease,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"68,88375871"
4744,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,150.0,Kph,No,Unknown,Unknown,"68,88375871"
4745,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4746,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,28080.0,Km2,No,Unknown,Unknown,"68,88375871"
4747,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,5.0,Richter,No,Unknown,Unknown,"68,88375871"
4748,Name not specified,Brief torrential rain,No Disaster Associated,No Disaster Associated,9335.0,Km2,No,Unknown,Unknown,"68,88375871"
4749,Name not specified,Torrential rains,No Disaster Associated,No Disaster Associated,1164000.0,Km2,No,Unknown,Yes,"68,88375871"
4750,Acute diarrhoeal syndrome,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,Yes,No,No,"68,88375871"
4751,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,730.0,Km2,No,Unknown,Yes,"68,88375871"
4752,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,63270.0,Km2,No,Unknown,Unknown,"68,88375871"
4753,Name not specified,Snowmelt,No Disaster Associated,No Disaster Associated,3210.0,Km2,No,Unknown,Unknown,"68,88375871"
4754,Name not specified,Rains and snowmelt,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4755,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,364.0,Km2,No,Unknown,Unknown,"68,88375871"
4756,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,1666.0,Km2,No,Unknown,Unknown,"68,88375871"
4757,Name not specified,Brief torrential rain,No Disaster Associated,No Disaster Associated,16920.0,Km2,No,Unknown,Unknown,"68,88375871"
4758,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,175200.0,Km2,No,Unknown,Unknown,"68,88375871"
4759,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,107400.0,Km2,No,Unknown,Unknown,"68,88375871"
4760,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,58070.0,Km2,No,Unknown,Unknown,"68,88375871"
4761,Name not specified,Torrential rains,No Disaster Associated,No Disaster Associated,36280.0,Km2,No,Unknown,Unknown,"68,88375871"
4762,Name not specified,Torrential rains,No Disaster Associated,No Disaster Associated,11360.0,Km2,No,Unknown,Unknown,"68,88375871"
4763,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,1400.0,Km2,No,Unknown,Unknown,"68,88375871"
4764,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,20120.0,Km2,No,Unknown,Unknown,"68,88375871"
4765,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,1726.0,Km2,No,Unknown,Unknown,"68,88375871"
4766,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"68,88375871"
4767,Xangsane (Milenyo),Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"68,88375871"
4768,Cholera,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,Yes,"68,88375871"
4769,Galeras,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"68,88375871"
4770,Mount Galeras,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Yes,"68,88375871"
4771,Karthala,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"68,88375871"
4772,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,180500.0,Km2,Yes,Unknown,Unknown,"68,88375871"
4773,Tungurahua,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Yes,"68,88375871"
4774,Tungurahua,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,Yes,Yes,Yes,"68,88375871"
4775,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,40.0,�C,No,Unknown,Unknown,"68,88375871"
4776,Name not specified,Human,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4777,Name not specified,Heavy Rain,No Disaster Associated,No Disaster Associated,4225.0,Km2,No,Unknown,Unknown,"68,88375871"
4778,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,83390.0,Km2,No,Unknown,Unknown,"68,88375871"
4779,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,13560.0,Km2,No,Unknown,Unknown,"68,88375871"
4780,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,Unknown,Unknown,"68,88375871"
4781,Acute watery diarrhoea,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"68,88375871"
4782,Acute Watery Diarrheal syndrome,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"68,88375871"
4783,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,37.0,�C,No,Unknown,Unknown,"68,88375871"
4784,Meningococcal Disease,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"68,88375871"
4785,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,24224.0,Km2,No,Yes,Yes,"68,88375871"
4786,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,9980.0,Km2,No,Unknown,Unknown,"68,88375871"
4787,Name not specified,Snowmlet and hevay rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4788,Name not specified,Bad weather associated with tropical storm Chris,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4789,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,6300.0,Km2,No,Unknown,Unknown,"68,88375871"
4790,Name not specified,Snowmelt and strong rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"68,88375871"
4791,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,Yes,Unknown,Unknown,"68,88375871"
4792,Name not specified,Earthquake,No Disaster Associated,No Disaster Associated,8.0,Richter,Yes,Unknown,Unknown,"68,88375871"
4793,Mt. Merapi,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"68,88375871"
4794,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,890.0,Km2,No,Unknown,Unknown,"68,88375871"
4795,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"68,88375871"
4796,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,190900.0,Km2,No,Unknown,Unknown,"68,88375871"
4797,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,47020.0,Km2,No,Unknown,Unknown,"68,88375871"
4798,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,42690.0,Km2,No,Unknown,Unknown,"68,88375871"
4799,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,395400.0,Km2,No,Unknown,Unknown,"68,88375871"
4800,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,13110.0,Km2,No,Unknown,Unknown,"68,88375871"
4801,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,170100.0,Km2,No,Unknown,Unknown,"68,88375871"
4802,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,32700.0,Km2,No,Unknown,Unknown,"68,88375871"
4803,Name not specified,Monsoonal rain and Cyclonic storm Ogni,No Disaster Associated,No Disaster Associated,40090.0,Km2,No,Unknown,Unknown,"68,88375871"
4804,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,302800.0,Km2,No,Unknown,Unknown,"68,88375871"
4805,Name not specified,Heavy rains and hailstorms,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"68,88375871"
4806,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,18310.0,Km2,No,Unknown,Unknown,"68,88375871"
4807,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,19960.0,Km2,No,Unknown,Unknown,"68,88375871"
4808,Name not specified,"Heavy rains, melting ice",No Disaster Associated,No Disaster Associated,77640.0,Km2,No,Unknown,Unknown,"68,88375871"
4809,Name not specified,Storms and heavy rains,"Slide (land, mud, snow, rock)",Rain,11380.0,Km2,No,Unknown,Yes,"70,8487927"
4810,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",Rain,Unknown,Km2,No,Unknown,Unknown,"70,8487927"
4811,Name not specified,Heavy rains,No Disaster Associated,Rain,518000.0,Km2,No,Unknown,Unknown,"70,8487927"
4812,Name not specified,Monsoonal rain,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"70,8487927"
4813,Name not specified,Heavy rain due to El Nino,"Slide (land, mud, snow, rock)",No Disaster Associated,801000.0,Km2,Yes,Unknown,Yes,"70,8487927"
4814,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,210600.0,Km2,No,Unknown,Yes,"70,8487927"
4815,Nevado del Huila,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"70,8487927"
4816,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,69990.0,Km2,No,Unknown,Yes,"70,8487927"
4817,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"70,8487927"
4818,Cliff,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,120.0,Kph,No,Unknown,Unknown,"70,8487927"
4819,Name not specified,Torrential rain,"Slide (land, mud, snow, rock)",No Disaster Associated,3220.0,Km2,No,Unknown,Unknown,"70,8487927"
4820,Name not specified,Sub-marine volcano,Tsunami/Tidal wave,No Disaster Associated,6.0,Richter,No,Unknown,Unknown,"70,8487927"
4821,Name not specified,Unknown Origin,Hail,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"70,8487927"
4822,Name not specified,Unknown Origin,Rain,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"70,8487927"
4823,Name not specified,Unknown Origin,Cold wave,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"70,8487927"
4824,Name not specified,Unknown Origin,Flood,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"70,8487927"
4825,Cyclone 'Gonu',Unknown Origin,Flood,No Disaster Associated,220.0,Kph,No,Unknown,Unknown,"70,8487927"
4826,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"70,8487927"
4827,Name not specified,"Torrential rain, El Nino blamed",No Disaster Associated,No Disaster Associated,1600.0,Km2,No,Unknown,Unknown,"70,8487927"
4828,Cholera,After flooding,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"70,8487927"
4829,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,4000.0,Km2,No,Unknown,Unknown,"70,8487927"
4830,Kyrill,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"70,8487927"
4831,Name not specified,Torrential rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"70,8487927"
4832,Kyrill,Unknown Origin,No Disaster Associated,No Disaster Associated,130.0,Kph,No,Unknown,Unknown,"70,8487927"
4833,Meningococcal disease,Unknown Origin,No Disaster Associated,No Disaster Associated,1000000.0,Vaccinated,Yes,No,No,"70,8487927"
4834,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,5.0,�C,No,Unknown,Unknown,"70,8487927"
4835,Dengue,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"70,8487927"
4836,Name not specified,Dam break,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"70,8487927"
