DateKey,Year,Month,MonthName,Day,Decade,Semester,Season,Quarter,Weekday,WeekdayName,Local_time,Hour,Minutes
2874,1990,2,February,1,1990s,1st Semester,Winter,1st Quarter,5,Thursday,Unknown,Unknown,Unknown
2875,1990,1,January,6,1990s,1st Semester,Winter,1st Quarter,7,Saturday,Unknown,Unknown,Unknown
2876,1990,12,December,24,1990s,2nd Semester,Fall,4th Quarter,2,Monday,Unknown,Unknown,Unknown
2877,1990,1,January,27,1990s,1st Semester,Winter,1st Quarter,7,Saturday,Unknown,Unknown,Unknown
2878,1992,6,June,Unknown,1990s,2nd Semester,Unknown,3rd Quarter,Unknown,Unknown,Unknown,Unknown,Unknown
2879,1990,8,August,8,1990s,2nd Semester,Summer,3rd Quarter,4,Wednesday,Unknown,Unknown,Unknown
2880,1990,4,April,21,1990s,1st Semester,Spring,2nd Quarter,7,Saturday,Unknown,Unknown,Unknown
2881,1990,5,May,Unknown,1990s,1st Semester,Unknown,2nd Quarter,Unknown,Unknown,Unknown,Unknown,Unknown
2882,1990,10,October,4,1990s,2nd Semester,Summer,4th Quarter,5,Thursday,Unknown,Unknown,Unknown
2883,1990,2,February,Unknown,1990s,1st Semester,Unknown,1st Quarter,Unknown,Unknown,Unknown,Unknown,Unknown
2884,1990,4,April,3,1990s,1st Semester,Spring,2nd Quarter,3,Tuesday,Unknown,Unknown,Unknown
2885,1990,2,February,4,1990s,1st Semester,Winter,1st Quarter,1,Sunday,Unknown,Unknown,Unknown
2886,1990,10,October,22,1990s,2nd Semester,Fall,4th Quarter,2,Monday,Unknown,Unknown,Unknown
2887,1990,3,March,4,1990s,1st Semester,Winter,2nd Quarter,1,Sunday,Unknown,Unknown,Unknown
2888,1990,6,June,4,1990s,2nd Semester,Spring,3rd Quarter,2,Monday,Unknown,Unknown,Unknown
2889,1990,12,December,28,1990s,2nd Semester,Fall,4th Quarter,6,Friday,Unknown,Unknown,Unknown
2890,1990,2,February,20,1990s,1st Semester,Winter,1st Quarter,3,Tuesday,Unknown,Unknown,Unknown
2891,1990,6,June,14,1990s,2nd Semester,Spring,3rd Quarter,5,Thursday,16:40,16,40
2892,1990,6,June,17,1990s,2nd Semester,Spring,3rd Quarter,1,Sunday,Unknown,Unknown,Unknown
2893,1990,6,June,22,1990s,2nd Semester,Spring,3rd Quarter,6,Friday,Unknown,Unknown,Unknown
2894,1990,11,November,12,1990s,2nd Semester,Fall,4th Quarter,2,Monday,Unknown,Unknown,Unknown
2895,1990,8,August,28,1990s,2nd Semester,Summer,3rd Quarter,3,Tuesday,Unknown,Unknown,Unknown
2896,1990,6,June,7,1990s,2nd Semester,Spring,3rd Quarter,5,Thursday,Unknown,Unknown,Unknown
2897,1991,6,June,9,1990s,2nd Semester,Spring,3rd Quarter,1,Sunday,Unknown,Unknown,Unknown
2898,1991,11,November,5,1990s,2nd Semester,Fall,4th Quarter,3,Tuesday,Unknown,Unknown,Unknown
2899,1991,10,October,30,1990s,2nd Semester,Fall,4th Quarter,4,Wednesday,Unknown,Unknown,Unknown
2900,1991,6,June,15,1990s,2nd Semester,Spring,3rd Quarter,7,Saturday,0:59,0,59
2901,1991,9,September,18,1990s,2nd Semester,Summer,4th Quarter,4,Wednesday,03:48,3,48
2902,1991,10,October,20,1990s,2nd Semester,Summer,4th Quarter,1,Sunday,Unknown,Unknown,Unknown
2903,1991,8,August,15,1990s,2nd Semester,Summer,3rd Quarter,5,Thursday,Unknown,Unknown,Unknown
2904,1991,7,July,22,1990s,2nd Semester,Summer,3rd Quarter,2,Monday,Unknown,Unknown,Unknown
2905,1991,10,October,2,1990s,2nd Semester,Summer,4th Quarter,4,Wednesday,Unknown,Unknown,Unknown
2906,1991,3,March,10,1990s,1st Semester,Winter,2nd Quarter,1,Sunday,Unknown,Unknown,Unknown
2907,1991,7,July,24,1990s,2nd Semester,Summer,3rd Quarter,4,Wednesday,Unknown,Unknown,Unknown
2908,1991,8,August,20,1990s,2nd Semester,Summer,3rd Quarter,3,Tuesday,Unknown,Unknown,Unknown
2909,1991,7,July,18,1990s,2nd Semester,Spring,3rd Quarter,5,Thursday,Unknown,Unknown,Unknown
2910,1991,7,July,30,1990s,2nd Semester,Summer,3rd Quarter,3,Tuesday,Unknown,Unknown,Unknown
2911,1991,12,December,10,1990s,2nd Semester,Fall,4th Quarter,3,Tuesday,Unknown,Unknown,Unknown
2912,1991,7,July,29,1990s,2nd Semester,Summer,3rd Quarter,2,Monday,Unknown,Unknown,Unknown
2913,1991,11,November,12,1990s,2nd Semester,Fall,4th Quarter,3,Tuesday,Unknown,Unknown,Unknown
2914,1991,8,August,6,1990s,2nd Semester,Summer,3rd Quarter,3,Tuesday,Unknown,Unknown,Unknown
2915,1991,4,April,3,1990s,1st Semester,Spring,2nd Quarter,4,Wednesday,Unknown,Unknown,Unknown
2916,1991,4,April,20,1990s,1st Semester,Spring,2nd Quarter,7,Saturday,Unknown,Unknown,Unknown
2917,1991,2,February,14,1990s,1st Semester,Winter,1st Quarter,5,Thursday,Unknown,Unknown,Unknown
2918,1991,7,July,14,1990s,2nd Semester,Spring,3rd Quarter,1,Sunday,Unknown,Unknown,Unknown
2919,1991,10,October,16,1990s,2nd Semester,Summer,4th Quarter,4,Wednesday,Unknown,Unknown,Unknown
2920,1991,2,February,5,1990s,1st Semester,Winter,1st Quarter,3,Tuesday,Unknown,Unknown,Unknown
2921,1991,1,January,6,1990s,1st Semester,Winter,1st Quarter,1,Sunday,Unknown,Unknown,Unknown
2922,1991,6,June,20,1990s,2nd Semester,Spring,3rd Quarter,5,Thursday,12:18,12,18
2923,1991,7,July,4,1990s,2nd Semester,Spring,3rd Quarter,5,Thursday,20:00,20,0
2924,1991,10,October,24,1990s,2nd Semester,Fall,4th Quarter,5,Thursday,9:31,9,31
2925,1991,6,June,6,1990s,2nd Semester,Spring,3rd Quarter,5,Thursday,Unknown,Unknown,Unknown
2926,1991,12,December,16,1990s,2nd Semester,Fall,4th Quarter,2,Monday,Unknown,Unknown,Unknown
2927,1991,1,January,16,1990s,1st Semester,Winter,1st Quarter,4,Wednesday,Unknown,Unknown,Unknown
2928,1991,8,August,Unknown,1990s,2nd Semester,Unknown,3rd Quarter,Unknown,Unknown,Unknown,Unknown,Unknown
2929,1991,1,January,15,1990s,1st Semester,Winter,1st Quarter,3,Tuesday,Unknown,Unknown,Unknown
2930,1991,6,June,10,1990s,2nd Semester,Spring,3rd Quarter,2,Monday,Unknown,Unknown,Unknown
2931,1991,9,September,14,1990s,2nd Semester,Summer,4th Quarter,7,Saturday,Unknown,Unknown,Unknown
2932,1991,10,October,Unknown,1990s,2nd Semester,Unknown,4th Quarter,Unknown,Unknown,Unknown,Unknown,Unknown
2933,1991,11,November,4,1990s,2nd Semester,Fall,4th Quarter,2,Monday,Unknown,Unknown,Unknown
2934,1991,1,January,27,1990s,1st Semester,Winter,1st Quarter,1,Sunday,Unknown,Unknown,Unknown
2935,1991,10,October,3,1990s,2nd Semester,Summer,4th Quarter,5,Thursday,Unknown,Unknown,Unknown
2936,1991,12,December,12,1990s,2nd Semester,Fall,4th Quarter,5,Thursday,Unknown,Unknown,Unknown
2937,1991,7,July,27,1990s,2nd Semester,Summer,3rd Quarter,7,Saturday,Unknown,Unknown,Unknown
2938,1991,12,December,15,1990s,2nd Semester,Fall,4th Quarter,1,Sunday,Unknown,Unknown,Unknown
2939,1991,5,May,21,1990s,1st Semester,Spring,2nd Quarter,3,Tuesday,Unknown,Unknown,Unknown
2940,1991,3,March,21,1990s,1st Semester,Spring,2nd Quarter,5,Thursday,Unknown,Unknown,Unknown
2941,1991,9,September,19,1990s,2nd Semester,Summer,4th Quarter,5,Thursday,Unknown,Unknown,Unknown
2942,1991,9,September,27,1990s,2nd Semester,Summer,4th Quarter,6,Friday,Unknown,Unknown,Unknown
2943,1991,8,August,22,1990s,2nd Semester,Summer,3rd Quarter,5,Thursday,Unknown,Unknown,Unknown
2944,1991,8,August,23,1990s,2nd Semester,Summer,3rd Quarter,6,Friday,Unknown,Unknown,Unknown
2945,1991,6,June,2,1990s,2nd Semester,Spring,3rd Quarter,1,Sunday,Unknown,Unknown,Unknown
2946,1991,2,February,16,1990s,1st Semester,Winter,1st Quarter,7,Saturday,Unknown,Unknown,Unknown
2947,1991,5,May,27,1990s,1st Semester,Spring,2nd Quarter,2,Monday,Unknown,Unknown,Unknown
2948,1991,1,January,4,1990s,1st Semester,Winter,1st Quarter,6,Friday,Unknown,Unknown,Unknown
2949,1991,11,November,28,1990s,2nd Semester,Fall,4th Quarter,5,Thursday,Unknown,Unknown,Unknown
2950,1991,4,April,21,1990s,1st Semester,Spring,2nd Quarter,1,Sunday,Unknown,Unknown,Unknown
2951,1991,1,January,25,1990s,1st Semester,Winter,1st Quarter,6,Friday,Unknown,Unknown,Unknown
2952,1991,5,May,6,1990s,1st Semester,Spring,2nd Quarter,2,Monday,Unknown,Unknown,Unknown
2953,1991,1,January,1,1990s,1st Semester,Winter,1st Quarter,3,Tuesday,Unknown,Unknown,Unknown
2954,1991,6,June,15,1990s,2nd Semester,Spring,3rd Quarter,7,Saturday,Unknown,Unknown,Unknown
2955,1991,2,February,18,1990s,1st Semester,Winter,1st Quarter,2,Monday,Unknown,Unknown,Unknown
2956,1991,9,September,13,1990s,2nd Semester,Summer,4th Quarter,6,Friday,Unknown,Unknown,Unknown
2957,1991,4,April,4,1990s,1st Semester,Spring,2nd Quarter,5,Thursday,Unknown,Unknown,Unknown
2958,1991,6,June,14,1990s,2nd Semester,Spring,3rd Quarter,6,Friday,Unknown,Unknown,Unknown
2959,1991,8,August,18,1990s,2nd Semester,Summer,3rd Quarter,1,Sunday,Unknown,Unknown,Unknown
2960,1991,4,April,5,1990s,1st Semester,Spring,2nd Quarter,6,Friday,Unknown,Unknown,Unknown
2961,1991,11,November,11,1990s,2nd Semester,Fall,4th Quarter,2,Monday,Unknown,Unknown,Unknown
2962,1991,10,October,27,1990s,2nd Semester,Fall,4th Quarter,1,Sunday,Unknown,Unknown,Unknown
2963,1991,2,February,24,1990s,1st Semester,Winter,1st Quarter,1,Sunday,Unknown,Unknown,Unknown
2964,1991,12,December,2,1990s,2nd Semester,Fall,4th Quarter,2,Monday,Unknown,Unknown,Unknown
2965,1992,6,June,17,1990s,2nd Semester,Spring,3rd Quarter,4,Wednesday,Unknown,Unknown,Unknown
2966,1992,7,July,20,1990s,2nd Semester,Spring,3rd Quarter,2,Monday,Unknown,Unknown,Unknown
2967,1992,3,March,29,1990s,1st Semester,Spring,2nd Quarter,1,Sunday,Unknown,Unknown,Unknown
2968,1992,1,January,30,1990s,1st Semester,Winter,1st Quarter,5,Thursday,Unknown,Unknown,Unknown
2969,1992,1,January,6,1990s,1st Semester,Winter,1st Quarter,2,Monday,Unknown,Unknown,Unknown
2970,1992,7,July,9,1990s,2nd Semester,Spring,3rd Quarter,5,Thursday,Unknown,Unknown,Unknown
2971,1992,10,October,24,1990s,2nd Semester,Fall,4th Quarter,7,Saturday,23:20,23,20
2972,1992,9,September,8,1990s,2nd Semester,Summer,4th Quarter,3,Tuesday,Unknown,Unknown,Unknown
2973,1992,3,March,4,1990s,1st Semester,Winter,2nd Quarter,4,Wednesday,Unknown,Unknown,Unknown
2974,1992,8,August,19,1990s,2nd Semester,Summer,3rd Quarter,4,Wednesday,Unknown,Unknown,Unknown
2975,1992,12,December,12,1990s,2nd Semester,Fall,4th Quarter,7,Saturday,Unknown,Unknown,Unknown
2976,1992,9,September,1,1990s,2nd Semester,Summer,4th Quarter,3,Tuesday,18:16,18,16
2977,1992,12,December,11,1990s,2nd Semester,Fall,4th Quarter,6,Friday,Unknown,Unknown,Unknown
2978,1992,9,September,22,1990s,2nd Semester,Summer,4th Quarter,3,Tuesday,Unknown,Unknown,Unknown
2979,1992,9,September,27,1990s,2nd Semester,Summer,4th Quarter,1,Sunday,Unknown,Unknown,Unknown
2980,1992,1,January,22,1990s,1st Semester,Winter,1st Quarter,4,Wednesday,Unknown,Unknown,Unknown
2981,1992,1,January,8,1990s,1st Semester,Winter,1st Quarter,4,Wednesday,Unknown,Unknown,Unknown
2982,1992,2,February,4,1990s,1st Semester,Winter,1st Quarter,3,Tuesday,Unknown,Unknown,Unknown
2983,1992,10,October,8,1990s,2nd Semester,Summer,4th Quarter,5,Thursday,Unknown,Unknown,Unknown
2984,1992,8,August,Unknown,1990s,2nd Semester,Unknown,3rd Quarter,Unknown,Unknown,Unknown,Unknown,Unknown
2985,1992,7,July,26,1990s,2nd Semester,Summer,3rd Quarter,1,Sunday,Unknown,Unknown,Unknown
2986,1992,8,August,9,1990s,2nd Semester,Summer,3rd Quarter,1,Sunday,Unknown,Unknown,Unknown
2987,1992,11,November,10,1990s,2nd Semester,Fall,4th Quarter,3,Tuesday,Unknown,Unknown,Unknown
2988,1992,4,April,28,1990s,1st Semester,Spring,2nd Quarter,3,Tuesday,Unknown,Unknown,Unknown
2989,1992,12,December,31,1990s,2nd Semester,Fall,4th Quarter,5,Thursday,Unknown,Unknown,Unknown
2990,1992,2,February,25,1990s,1st Semester,Winter,1st Quarter,3,Tuesday,Unknown,Unknown,Unknown
2991,1992,9,September,28,1990s,2nd Semester,Summer,4th Quarter,2,Monday,Unknown,Unknown,Unknown
2992,1992,10,October,31,1990s,2nd Semester,Fall,4th Quarter,7,Saturday,Unknown,Unknown,Unknown
2993,1992,2,February,2,1990s,1st Semester,Winter,1st Quarter,1,Sunday,Unknown,Unknown,Unknown
2994,1992,4,April,17,1990s,1st Semester,Spring,2nd Quarter,6,Friday,Unknown,Unknown,Unknown
2995,1992,5,May,22,1990s,1st Semester,Spring,2nd Quarter,6,Friday,Unknown,Unknown,Unknown
2996,1992,8,August,26,1990s,2nd Semester,Summer,3rd Quarter,4,Wednesday,Unknown,Unknown,Unknown
2997,1992,7,July,10,1990s,2nd Semester,Spring,3rd Quarter,6,Friday,Unknown,Unknown,Unknown
2998,1992,6,June,5,1990s,2nd Semester,Spring,3rd Quarter,6,Friday,Unknown,Unknown,Unknown
2999,1992,4,April,9,1990s,1st Semester,Spring,2nd Quarter,5,Thursday,23:30,23,30
3000,1992,8,August,24,1990s,2nd Semester,Summer,3rd Quarter,2,Monday,Unknown,Unknown,Unknown
3001,1992,8,August,28,1990s,2nd Semester,Summer,3rd Quarter,6,Friday,5:51,5,51
3002,1992,7,July,15,1990s,2nd Semester,Spring,3rd Quarter,4,Wednesday,Unknown,Unknown,Unknown
3003,1992,7,July,6,1990s,2nd Semester,Spring,3rd Quarter,2,Monday,Unknown,Unknown,Unknown
3004,1992,11,November,30,1990s,2nd Semester,Fall,4th Quarter,2,Monday,Unknown,Unknown,Unknown
3005,1992,4,April,2,1990s,1st Semester,Spring,2nd Quarter,5,Thursday,Unknown,Unknown,Unknown
3006,1992,2,February,14,1990s,1st Semester,Winter,1st Quarter,6,Friday,Unknown,Unknown,Unknown
3007,1992,8,August,31,1990s,2nd Semester,Summer,3rd Quarter,2,Monday,Unknown,Unknown,Unknown
3008,1992,8,August,16,1990s,2nd Semester,Summer,3rd Quarter,1,Sunday,Unknown,Unknown,Unknown
3009,1992,10,October,Unknown,1990s,2nd Semester,Unknown,4th Quarter,Unknown,Unknown,Unknown,Unknown,Unknown
3010,1992,10,October,14,1990s,2nd Semester,Summer,4th Quarter,4,Wednesday,Unknown,Unknown,Unknown
3011,1992,7,July,1,1990s,2nd Semester,Spring,3rd Quarter,4,Wednesday,Unknown,Unknown,Unknown
3012,1992,1,January,5,1990s,1st Semester,Winter,1st Quarter,1,Sunday,Unknown,Unknown,Unknown
3013,1992,5,May,11,1990s,1st Semester,Spring,2nd Quarter,2,Monday,Unknown,Unknown,Unknown
3014,1992,11,November,Unknown,1990s,2nd Semester,Unknown,4th Quarter,Unknown,Unknown,Unknown,Unknown,Unknown
3015,1992,11,November,26,1990s,2nd Semester,Fall,4th Quarter,5,Thursday,Unknown,Unknown,Unknown
3016,1992,7,July,7,1990s,2nd Semester,Spring,3rd Quarter,3,Tuesday,Unknown,Unknown,Unknown
3017,1993,1,January,6,1990s,1st Semester,Winter,1st Quarter,4,Wednesday,Unknown,Unknown,Unknown
3018,1993,7,July,12,1990s,2nd Semester,Spring,3rd Quarter,2,Monday,Unknown,Unknown,Unknown
3019,1993,8,August,9,1990s,2nd Semester,Summer,3rd Quarter,2,Monday,18:34,18,34
3020,1993,11,November,Unknown,1990s,2nd Semester,Unknown,4th Quarter,Unknown,Unknown,Unknown,Unknown,Unknown
3021,1993,2,February,3,1990s,1st Semester,Winter,1st Quarter,4,Wednesday,Unknown,Unknown,Unknown
3022,1993,1,January,15,1990s,1st Semester,Winter,1st Quarter,6,Friday,Unknown,Unknown,Unknown
3023,1993,8,August,23,1990s,2nd Semester,Summer,3rd Quarter,2,Monday,Unknown,Unknown,Unknown
3024,1993,4,April,18,1990s,1st Semester,Spring,2nd Quarter,1,Sunday,Unknown,Unknown,Unknown
3025,1993,10,October,13,1990s,2nd Semester,Summer,4th Quarter,4,Wednesday,00:06,0,6
3026,1993,6,June,13,1990s,2nd Semester,Spring,3rd Quarter,1,Sunday,Unknown,Unknown,Unknown
3027,1993,5,May,28,1990s,1st Semester,Spring,2nd Quarter,6,Friday,Unknown,Unknown,Unknown
3028,1993,4,April,15,1990s,1st Semester,Spring,2nd Quarter,5,Thursday,Unknown,Unknown,Unknown
3029,1993,1,January,2,1990s,1st Semester,Winter,1st Quarter,7,Saturday,Unknown,Unknown,Unknown
3030,1993,1,January,23,1990s,1st Semester,Winter,1st Quarter,7,Saturday,Unknown,Unknown,Unknown
3031,1993,8,August,12,1990s,2nd Semester,Summer,3rd Quarter,5,Thursday,Unknown,Unknown,Unknown
3032,1993,7,July,14,1990s,2nd Semester,Spring,3rd Quarter,4,Wednesday,Unknown,Unknown,Unknown
3033,1993,6,June,16,1990s,2nd Semester,Spring,3rd Quarter,4,Wednesday,Unknown,Unknown,Unknown
3034,1993,6,June,27,1990s,2nd Semester,Spring,3rd Quarter,1,Sunday,Unknown,Unknown,Unknown
3035,1993,8,August,20,1990s,2nd Semester,Summer,3rd Quarter,6,Friday,Unknown,Unknown,Unknown
3036,1993,9,September,23,1990s,2nd Semester,Summer,4th Quarter,5,Thursday,Unknown,Unknown,Unknown
3037,1993,7,July,8,1990s,2nd Semester,Spring,3rd Quarter,5,Thursday,Unknown,Unknown,Unknown
3038,1993,9,September,2,1990s,2nd Semester,Summer,4th Quarter,5,Thursday,Unknown,Unknown,Unknown
3039,1993,10,October,31,1990s,2nd Semester,Fall,4th Quarter,1,Sunday,Unknown,Unknown,Unknown
3040,1993,11,November,11,1990s,2nd Semester,Fall,4th Quarter,5,Thursday,Unknown,Unknown,Unknown
3041,1993,1,January,21,1990s,1st Semester,Winter,1st Quarter,5,Thursday,Unknown,Unknown,Unknown
3042,1993,1,January,25,1990s,1st Semester,Winter,1st Quarter,2,Monday,Unknown,Unknown,Unknown
3043,1993,12,December,26,1990s,2nd Semester,Fall,4th Quarter,1,Sunday,Unknown,Unknown,Unknown
3044,1993,2,February,2,1990s,1st Semester,Winter,1st Quarter,3,Tuesday,Unknown,Unknown,Unknown
3045,1993,9,September,29,1990s,2nd Semester,Summer,4th Quarter,4,Wednesday,Unknown,Unknown,Unknown
3046,1993,11,November,12,1990s,2nd Semester,Fall,4th Quarter,6,Friday,Unknown,Unknown,Unknown
3047,1993,10,October,11,1990s,2nd Semester,Summer,4th Quarter,2,Monday,Unknown,Unknown,Unknown
3048,1993,9,September,9,1990s,2nd Semester,Summer,4th Quarter,5,Thursday,Unknown,Unknown,Unknown
3049,1993,5,May,Unknown,1990s,1st Semester,Unknown,2nd Quarter,Unknown,Unknown,Unknown,Unknown,Unknown
3050,1993,12,December,4,1990s,2nd Semester,Fall,4th Quarter,7,Saturday,Unknown,Unknown,Unknown
3051,1993,4,April,9,1990s,1st Semester,Spring,2nd Quarter,6,Friday,Unknown,Unknown,Unknown
3052,1993,5,May,25,1990s,1st Semester,Spring,2nd Quarter,3,Tuesday,Unknown,Unknown,Unknown
3053,1993,6,June,22,1990s,2nd Semester,Spring,3rd Quarter,3,Tuesday,21:00,21,0
3054,1993,1,January,27,1990s,1st Semester,Winter,1st Quarter,4,Wednesday,Unknown,Unknown,Unknown
3055,1993,10,October,14,1990s,2nd Semester,Summer,4th Quarter,5,Thursday,Unknown,Unknown,Unknown
3056,1993,2,February,1,1990s,1st Semester,Winter,1st Quarter,2,Monday,Unknown,Unknown,Unknown
3057,1993,6,June,23,1990s,2nd Semester,Spring,3rd Quarter,4,Wednesday,Unknown,Unknown,Unknown
3058,1993,8,August,6,1990s,2nd Semester,Summer,3rd Quarter,6,Friday,Unknown,Unknown,Unknown
3059,1993,9,September,5,1990s,2nd Semester,Summer,4th Quarter,1,Sunday,Unknown,Unknown,Unknown
3060,1993,8,August,8,1990s,2nd Semester,Summer,3rd Quarter,1,Sunday,Unknown,Unknown,Unknown
3061,1993,7,July,7,1990s,2nd Semester,Spring,3rd Quarter,4,Wednesday,Unknown,Unknown,Unknown
3062,1993,4,April,29,1990s,1st Semester,Spring,2nd Quarter,5,Thursday,Unknown,Unknown,Unknown
3063,1993,5,May,26,1990s,1st Semester,Spring,2nd Quarter,4,Wednesday,Unknown,Unknown,Unknown
3064,1993,12,December,15,1990s,2nd Semester,Fall,4th Quarter,4,Wednesday,Unknown,Unknown,Unknown
3065,1993,10,October,8,1990s,2nd Semester,Summer,4th Quarter,6,Friday,Unknown,Unknown,Unknown
3066,1993,9,September,26,1990s,2nd Semester,Summer,4th Quarter,1,Sunday,Unknown,Unknown,Unknown
3067,1993,9,September,17,1990s,2nd Semester,Summer,4th Quarter,6,Friday,Unknown,Unknown,Unknown
3068,1993,3,March,10,1990s,1st Semester,Winter,2nd Quarter,4,Wednesday,Unknown,Unknown,Unknown
3069,1993,10,October,24,1990s,2nd Semester,Fall,4th Quarter,1,Sunday,Unknown,Unknown,Unknown
3070,1993,9,September,16,1990s,2nd Semester,Summer,4th Quarter,5,Thursday,Unknown,Unknown,Unknown
3071,1993,3,March,14,1990s,1st Semester,Winter,2nd Quarter,1,Sunday,Unknown,Unknown,Unknown
3072,1993,8,August,15,1990s,2nd Semester,Summer,3rd Quarter,1,Sunday,Unknown,Unknown,Unknown
3073,1993,12,December,11,1990s,2nd Semester,Fall,4th Quarter,7,Saturday,Unknown,Unknown,Unknown
3074,1993,12,December,22,1990s,2nd Semester,Fall,4th Quarter,4,Wednesday,Unknown,Unknown,Unknown
3075,1993,8,August,10,1990s,2nd Semester,Summer,3rd Quarter,3,Tuesday,Unknown,Unknown,Unknown
3076,1993,1,January,3,1990s,1st Semester,Winter,1st Quarter,1,Sunday,Unknown,Unknown,Unknown
3077,1993,10,October,20,1990s,2nd Semester,Summer,4th Quarter,4,Wednesday,Unknown,Unknown,Unknown
3078,1993,3,March,24,1990s,1st Semester,Spring,2nd Quarter,4,Wednesday,Unknown,Unknown,Unknown
3079,1993,11,November,14,1990s,2nd Semester,Fall,4th Quarter,1,Sunday,Unknown,Unknown,Unknown
3080,1993,3,March,12,1990s,1st Semester,Winter,2nd Quarter,6,Friday,Unknown,Unknown,Unknown
3081,1993,11,November,29,1990s,2nd Semester,Fall,4th Quarter,2,Monday,Unknown,Unknown,Unknown
3082,1993,9,September,7,1990s,2nd Semester,Summer,4th Quarter,3,Tuesday,Unknown,Unknown,Unknown
3083,1993,6,June,26,1990s,2nd Semester,Spring,3rd Quarter,7,Saturday,Unknown,Unknown,Unknown
3084,1993,10,October,4,1990s,2nd Semester,Summer,4th Quarter,2,Monday,Unknown,Unknown,Unknown
3085,1993,12,December,6,1990s,2nd Semester,Fall,4th Quarter,2,Monday,Unknown,Unknown,Unknown
3086,1993,11,November,20,1990s,2nd Semester,Fall,4th Quarter,7,Saturday,Unknown,Unknown,Unknown
3087,1993,8,August,26,1990s,2nd Semester,Summer,3rd Quarter,5,Thursday,Unknown,Unknown,Unknown
3088,1993,6,June,12,1990s,2nd Semester,Spring,3rd Quarter,7,Saturday,Unknown,Unknown,Unknown
3089,1993,1,January,18,1990s,1st Semester,Winter,1st Quarter,2,Monday,Unknown,Unknown,Unknown
3090,1993,5,May,24,1990s,1st Semester,Spring,2nd Quarter,2,Monday,Unknown,Unknown,Unknown
3091,1993,1,January,28,1990s,1st Semester,Winter,1st Quarter,5,Thursday,Unknown,Unknown,Unknown
3092,1994,2,February,16,1990s,1st Semester,Winter,1st Quarter,4,Wednesday,00:08,0,8
3093,1994,3,March,1,1990s,1st Semester,Winter,2nd Quarter,3,Tuesday,07:20,7,20
3094,1994,6,June,20,1990s,2nd Semester,Spring,3rd Quarter,2,Monday,1:40,1,40
3095,1994,6,June,2,1990s,2nd Semester,Spring,3rd Quarter,5,Thursday,Unknown,Unknown,Unknown
3096,1994,7,July,10,1990s,2nd Semester,Spring,3rd Quarter,1,Sunday,Unknown,Unknown,Unknown
3097,1994,4,April,2,1990s,1st Semester,Spring,2nd Quarter,7,Saturday,Unknown,Unknown,Unknown
3098,1994,1,January,21,1990s,1st Semester,Winter,1st Quarter,6,Friday,11:25,11,25
3099,1994,2,February,3,1990s,1st Semester,Winter,1st Quarter,5,Thursday,Unknown,Unknown,Unknown
3100,1994,1,January,12,1990s,1st Semester,Winter,1st Quarter,4,Wednesday,Unknown,Unknown,Unknown
3101,1994,4,April,23,1990s,1st Semester,Spring,2nd Quarter,7,Saturday,Unknown,Unknown,Unknown
3102,1994,5,May,Unknown,1990s,1st Semester,Unknown,2nd Quarter,Unknown,Unknown,Unknown,Unknown,Unknown
3103,1994,2,February,23,1990s,1st Semester,Winter,1st Quarter,4,Wednesday,15:30,15,30
3104,1994,7,July,9,1990s,2nd Semester,Spring,3rd Quarter,7,Saturday,Unknown,Unknown,Unknown
3105,1994,4,April,14,1990s,1st Semester,Spring,2nd Quarter,5,Thursday,Unknown,Unknown,Unknown
3106,1994,7,July,31,1990s,2nd Semester,Summer,3rd Quarter,1,Sunday,Unknown,Unknown,Unknown
3107,1994,1,January,13,1990s,1st Semester,Winter,1st Quarter,5,Thursday,Unknown,Unknown,Unknown
3108,1994,3,March,23,1990s,1st Semester,Spring,2nd Quarter,4,Wednesday,Unknown,Unknown,Unknown
3109,1994,3,March,16,1990s,1st Semester,Winter,2nd Quarter,4,Wednesday,Unknown,Unknown,Unknown
3110,1994,3,March,26,1990s,1st Semester,Spring,2nd Quarter,7,Saturday,Unknown,Unknown,Unknown
3111,1994,2,February,9,1990s,1st Semester,Winter,1st Quarter,4,Wednesday,Unknown,Unknown,Unknown
3112,1994,5,May,12,1990s,1st Semester,Spring,2nd Quarter,5,Thursday,Unknown,Unknown,Unknown
3113,1994,2,February,21,1990s,1st Semester,Winter,1st Quarter,2,Monday,Unknown,Unknown,Unknown
3114,1994,2,February,5,1990s,1st Semester,Winter,1st Quarter,7,Saturday,Unknown,Unknown,Unknown
3115,1994,4,April,9,1990s,1st Semester,Spring,2nd Quarter,7,Saturday,Unknown,Unknown,Unknown
3116,1994,7,July,19,1990s,2nd Semester,Spring,3rd Quarter,3,Tuesday,Unknown,Unknown,Unknown
3117,1994,6,June,23,1990s,2nd Semester,Spring,3rd Quarter,5,Thursday,Unknown,Unknown,Unknown
3118,1994,8,August,2,1990s,2nd Semester,Summer,3rd Quarter,3,Tuesday,Unknown,Unknown,Unknown
3119,1994,3,March,1,1990s,1st Semester,Winter,2nd Quarter,3,Tuesday,Unknown,Unknown,Unknown
3120,1989,1,January,23,1980s,1st Semester,Winter,1st Quarter,2,Monday,04:02,4,2
3121,1989,3,March,10,1980s,1st Semester,Winter,2nd Quarter,6,Friday,Unknown,Unknown,Unknown
3122,1989,9,September,11,1980s,2nd Semester,Summer,4th Quarter,2,Monday,Unknown,Unknown,Unknown
